Order_ID,Product_ID,Sales,Quantity,Discount,Profit,Order_Date,Ship_Date,Ship_Mode,Customer ID,Category,Sub-Category,Product_Name,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Year,Month,YearMonth,Profit_Margin
CA-2015-124891,TEC-AC-10003033,2309.65,7,0,762.1845,31-07-2022,31-07-2022,Same Day,RH-19495,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Rick Hansen,Consumer,United States,Rochester,Minnesota,55901,Central,2022,7,2022-07,0.33
CA-2015-124891,FUR-TA-10002903,1090.782,7,0.4,-290.8752,31-07-2022,31-07-2022,Same Day,RH-19495,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Rick Hansen,Consumer,United States,Rochester,Minnesota,55901,Central,2022,7,2022-07,-0.266666667
CA-2015-124891,OFF-PA-10004621,19.44,3,0,9.3312,31-07-2022,31-07-2022,Same Day,RH-19495,Office Supplies,Paper,Xerox 212,Rick Hansen,Consumer,United States,Rochester,Minnesota,55901,Central,2022,7,2022-07,0.48
CA-2015-126445,OFF-ST-10000046,484.65,3,0,92.0835,27-08-2022,31-08-2022,Standard Class,RA-19945,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,2022,8,2022-08,0.19
CA-2015-111199,OFF-PA-10001790,115.296,3,0.2,40.3536,13-11-2022,17-11-2022,Standard Class,JK-15730,Office Supplies,Paper,Xerox 1910,Joe Kamberova,Consumer,United States,Asheville,North Carolina,28806,South,2022,11,2022-11,0.35
CA-2015-105312,OFF-EN-10002600,7.08,3,0.2,2.478,06-11-2022,09-11-2022,First Class,MT-17815,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,2022,11,2022-11,0.35
CA-2015-105312,OFF-BI-10002049,4.401,3,0.7,-3.5208,06-11-2022,09-11-2022,First Class,MT-17815,Office Supplies,Binders,UniKeep View Case Binders,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,2022,11,2022-11,-0.8
US-2017-106705,OFF-PA-10001509,44.75,5,0,20.585,26-12-2024,01-01-2025,Standard Class,PO-18850,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,2024,12,2024-12,0.46
CA-2017-135034,TEC-PH-10003931,95.984,2,0.2,5.999,01-08-2024,03-08-2024,First Class,AT-10735,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West,2024,8,2024-08,0.0625
CA-2014-158540,FUR-FU-10001602,151.72,4,0,27.3096,24-11-2021,26-11-2021,First Class,VG-21790,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Vivek Gonzalez,Consumer,United States,San Diego,California,92037,West,2021,11,2021-11,0.18
CA-2017-118437,FUR-FU-10004848,155.25,3,0,46.575,17-06-2024,21-06-2024,Second Class,PF-19165,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,2024,6,2024-06,0.3
CA-2017-118437,OFF-ST-10003722,14.03,1,0,4.0687,17-06-2024,21-06-2024,Second Class,PF-19165,Office Supplies,Storage,Project Tote Personal File,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,2024,6,2024-06,0.29
US-2015-126214,FUR-TA-10003748,1618.37,13,0,356.0414,21-12-2022,24-12-2022,Second Class,JS-15880,Furniture,Tables,Bevis 36 x 72 Conference Tables,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,2022,12,2022-12,0.22
US-2015-126214,TEC-AC-10003198,99.6,1,0,36.852,21-12-2022,24-12-2022,Second Class,JS-15880,Technology,Accessories,Enermax Acrylux Wireless Keyboard,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,2022,12,2022-12,0.37
CA-2015-133025,OFF-PA-10004100,32.4,5,0,15.552,17-09-2022,19-09-2022,Second Class,MO-17800,Office Supplies,Paper,Xerox 216,Meg O'Connel,Home Office,United States,New York City,New York,10009,East,2022,9,2022-09,0.48
CA-2015-108665,FUR-FU-10002191,13.96,2,0,6.7008,06-07-2022,10-07-2022,Standard Class,KM-16225,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,2022,7,2022-07,0.48
CA-2015-108665,FUR-FU-10000965,155.82,3,0,63.8862,06-07-2022,10-07-2022,Standard Class,KM-16225,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Kalyca Meade,Corporate,United States,New York City,New York,10011,East,2022,7,2022-07,0.41
CA-2015-108665,TEC-PH-10004188,124.95,5,0,2.499,06-07-2022,10-07-2022,Standard Class,KM-16225,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,2022,7,2022-07,0.02
CA-2015-108665,OFF-ST-10001526,601.65,5,0,156.429,06-07-2022,10-07-2022,Standard Class,KM-16225,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,2022,7,2022-07,0.26
CA-2015-124450,OFF-AR-10001166,22.74,3,0,8.8686,27-04-2022,03-05-2022,Standard Class,GT-14710,Office Supplies,Art,Staples in misc. colors,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,2022,4,2022-04,0.39
CA-2015-124450,FUR-CH-10000309,1267.53,3,0,316.8825,27-04-2022,03-05-2022,Standard Class,GT-14710,Furniture,Chairs,Global Comet Stacking Arm Chair,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,2022,4,2022-04,0.25
CA-2015-124450,TEC-MA-10004212,1379.92,8,0,648.5624,27-04-2022,03-05-2022,Standard Class,GT-14710,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,2022,4,2022-04,0.47
CA-2015-167269,OFF-EN-10003072,6.208,2,0.2,2.1728,16-06-2022,20-06-2022,Standard Class,PB-19150,Office Supplies,Envelopes,Peel & Seel Envelopes,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,2022,6,2022-06,0.35
CA-2017-106964,OFF-BI-10000320,11.808,2,0.2,4.2804,17-12-2024,20-12-2024,First Class,HR-14770,Office Supplies,Binders,GBC Plastic Binding Combs,Hallie Redmond,Home Office,United States,Los Angeles,California,90045,West,2024,12,2024-12,0.3625
CA-2016-126529,OFF-PA-10001166,15.552,3,0.2,5.4432,11-01-2023,13-01-2023,Second Class,DE-13255,Office Supplies,Paper,Xerox 2,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,2023,1,2023-01,0.35
CA-2016-126529,OFF-PA-10003656,63.312,3,0.2,20.5764,11-01-2023,13-01-2023,Second Class,DE-13255,Office Supplies,Paper,Xerox 1935,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,2023,1,2023-01,0.325
CA-2016-126529,TEC-PH-10000148,15.588,2,0.4,-9.8724,11-01-2023,13-01-2023,Second Class,DE-13255,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,2023,1,2023-01,-0.633333333
CA-2014-163552,OFF-PA-10000474,177.2,5,0,83.284,11-07-2021,15-07-2021,Standard Class,LA-16780,Office Supplies,Paper,Easy-staple paper,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,2021,7,2021-07,0.47
CA-2014-163552,TEC-PH-10003885,197.97,3,0,57.4113,11-07-2021,15-07-2021,Standard Class,LA-16780,Technology,Phones,Cisco SPA508G,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,2021,7,2021-07,0.29
CA-2014-163552,FUR-CH-10003379,854.94,3,0,213.735,11-07-2021,15-07-2021,Standard Class,LA-16780,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,2021,7,2021-07,0.25
CA-2014-163552,FUR-FU-10000629,124.11,9,0,52.1262,11-07-2021,15-07-2021,Standard Class,LA-16780,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,2021,7,2021-07,0.42
CA-2014-163552,OFF-LA-10001175,14.4,5,0,7.056,11-07-2021,15-07-2021,Standard Class,LA-16780,Office Supplies,Labels,Avery 514,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,2021,7,2021-07,0.49
CA-2016-109820,OFF-PA-10000955,15.696,3,0.2,5.1012,20-11-2023,22-11-2023,First Class,AG-10390,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,2023,11,2023-11,0.325
CA-2016-109820,OFF-BI-10003460,2.628,2,0.7,-1.9272,20-11-2023,22-11-2023,First Class,AG-10390,Office Supplies,Binders,Acco 3-Hole Punch,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,2023,11,2023-11,-0.733333333
CA-2016-109820,OFF-BI-10000474,14.427,3,0.7,-10.5798,20-11-2023,22-11-2023,First Class,AG-10390,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,2023,11,2023-11,-0.733333333
CA-2016-113061,FUR-FU-10003975,86.62,2,0,8.662,22-04-2023,26-04-2023,Standard Class,EL-13735,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Ed Ludwig,Home Office,United States,Columbia,Maryland,21044,East,2023,4,2023-04,0.1
CA-2015-127418,OFF-BI-10003707,36.624,3,0.2,13.734,13-06-2022,14-06-2022,First Class,JJ-15445,Office Supplies,Binders,Aluminum Screw Posts,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West,2022,6,2022-06,0.375
CA-2017-121818,OFF-AR-10000203,23.968,7,0.2,2.6964,20-11-2024,21-11-2024,First Class,JH-15430,Office Supplies,Art,Newell 336,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,2024,11,2024-11,0.1125
CA-2017-121818,OFF-AR-10004790,28.728,3,0.2,1.7955,20-11-2024,21-11-2024,First Class,JH-15430,Office Supplies,Art,Staples in misc. colors,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,2024,11,2024-11,0.0625
CA-2016-127670,FUR-TA-10001095,697.16,4,0,146.4036,20-03-2023,24-03-2023,Standard Class,RD-19660,Furniture,Tables,Chromcraft Round Conference Tables,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,2023,3,2023-03,0.21
CA-2016-102981,TEC-AC-10004761,31.86,2,0,11.151,06-09-2023,09-09-2023,Second Class,MO-17500,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,2023,9,2023-09,0.35
CA-2016-102981,FUR-BO-10001811,722.352,3,0.2,90.294,06-09-2023,09-09-2023,Second Class,MO-17500,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,2023,9,2023-09,0.125
CA-2017-115651,OFF-AR-10001130,8.84,5,0.2,2.9835,09-07-2024,12-07-2024,First Class,NS-18640,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,2024,7,2024-07,0.3375
CA-2017-115651,OFF-AP-10000055,58.464,9,0.8,-146.16,09-07-2024,12-07-2024,First Class,NS-18640,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,2024,7,2024-07,-2.5
CA-2017-152702,FUR-CH-10002304,254.604,14,0.3,-18.186,12-10-2024,16-10-2024,Standard Class,SN-20710,Furniture,Chairs,"Global Stack Chair without Arms, Black",Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,2024,10,2024-10,-0.071428571
CA-2016-169103,TEC-PH-10001530,1363.96,5,0.2,85.2475,08-03-2023,13-03-2023,Standard Class,ZC-21910,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,2023,3,2023-03,0.0625
CA-2016-169103,FUR-FU-10004006,102.36,3,0.2,-3.8385,08-03-2023,13-03-2023,Standard Class,ZC-21910,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,2023,3,2023-03,-0.0375
CA-2014-139192,TEC-PH-10000486,1113.504,12,0.2,125.2692,27-05-2021,01-06-2021,Second Class,LC-16885,Technology,Phones,Plantronics HL10 Handset Lifter,Lena Creighton,Consumer,United States,Roseville,California,95661,West,2021,5,2021-05,0.1125
CA-2014-139192,TEC-AC-10001606,99.99,1,0,37.9962,27-05-2021,01-06-2021,Second Class,LC-16885,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,Lena Creighton,Consumer,United States,Roseville,California,95661,West,2021,5,2021-05,0.38
US-2015-153500,FUR-FU-10000293,168.464,2,0.2,-29.4812,03-07-2022,05-07-2022,First Class,DG-13300,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,2022,7,2022-07,-0.175
US-2015-153500,OFF-PA-10001307,6.72,2,0.2,2.436,03-07-2022,05-07-2022,First Class,DG-13300,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,2022,7,2022-07,0.3625
US-2015-153500,FUR-FU-10004460,282.888,9,0.2,56.5776,03-07-2022,05-07-2022,First Class,DG-13300,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,2022,7,2022-07,0.2
CA-2015-110667,OFF-AR-10000716,11.16,2,0,4.3524,04-04-2022,08-04-2022,Standard Class,NF-18595,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,2022,4,2022-04,0.39
CA-2015-110667,FUR-FU-10004622,108.4,2,0,22.764,04-04-2022,08-04-2022,Standard Class,NF-18595,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,2022,4,2022-04,0.21
CA-2015-110667,OFF-BI-10002735,82.344,3,0.2,27.7911,04-04-2022,08-04-2022,Standard Class,NF-18595,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,2022,4,2022-04,0.3375
CA-2015-110667,OFF-BI-10003529,9.088,4,0.2,3.2944,04-04-2022,08-04-2022,Standard Class,NF-18595,Office Supplies,Binders,Avery Round Ring Poly Binders,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,2022,4,2022-04,0.3625
CA-2017-167150,OFF-BI-10001097,19.936,4,0.2,7.2268,10-12-2024,17-12-2024,Standard Class,BP-11185,Office Supplies,Binders,Avery Hole Reinforcements,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,2024,12,2024-12,0.3625
CA-2017-167150,OFF-BI-10001597,65.568,2,0.2,22.9488,10-12-2024,17-12-2024,Standard Class,BP-11185,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,2024,12,2024-12,0.35
CA-2016-105284,OFF-FA-10001754,4.416,3,0.2,1.6008,24-11-2023,01-12-2023,Standard Class,MG-17650,Office Supplies,Fasteners,Stockwell Gold Paper Clips,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,19143,East,2023,11,2023-11,0.3625
US-2015-125374,FUR-CH-10003396,107.772,2,0.3,-29.2524,23-03-2022,29-03-2022,Standard Class,JD-16060,Furniture,Chairs,Global Deluxe Steno Chair,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,2022,3,2022-03,-0.271428571
CA-2015-161263,OFF-AP-10002350,45.216,3,0.2,4.5216,16-04-2022,21-04-2022,Standard Class,TS-21160,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,2022,4,2022-04,0.1
CA-2015-161263,OFF-FA-10004838,10.416,7,0.2,-2.2134,16-04-2022,21-04-2022,Standard Class,TS-21160,Office Supplies,Fasteners,"Super Bands, 12/Pack",Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,2022,4,2022-04,-0.2125
CA-2015-161263,OFF-AR-10004757,7.872,3,0.2,1.2792,16-04-2022,21-04-2022,Standard Class,TS-21160,Office Supplies,Art,Crayola Colored Pencils,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,2022,4,2022-04,0.1625
CA-2015-161263,TEC-PH-10002115,118.782,3,0.4,-27.7158,16-04-2022,21-04-2022,Standard Class,TS-21160,Technology,Phones,Plantronics 81402,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,2022,4,2022-04,-0.233333333
CA-2015-161263,OFF-FA-10003059,1.448,1,0.2,0.2353,16-04-2022,21-04-2022,Standard Class,TS-21160,Office Supplies,Fasteners,Assorted Color Push Pins,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,2022,4,2022-04,0.1625
CA-2015-161263,OFF-BI-10004330,55.47,5,0.7,-46.225,16-04-2022,21-04-2022,Standard Class,TS-21160,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,2022,4,2022-04,-0.833333333
CA-2016-157686,FUR-CH-10001146,194.848,4,0.2,12.178,01-10-2023,02-10-2023,First Class,BD-11620,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,2023,10,2023-10,0.0625
US-2017-139955,OFF-SU-10001935,1.744,1,0.2,-0.3488,28-09-2024,30-09-2024,Second Class,CM-12160,Office Supplies,Supplies,Staple remover,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central,2024,9,2024-09,-0.2
US-2015-150161,OFF-BI-10001524,25.176,4,0.7,-18.4624,25-07-2022,29-07-2022,Standard Class,RB-19795,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,2022,7,2022-07,-0.733333333
CA-2015-144652,OFF-AR-10003732,19.46,7,0,5.0596,20-11-2022,26-11-2022,Standard Class,SN-20560,Office Supplies,Art,Newell 333,Skye Norling,Home Office,United States,Los Angeles,California,90008,West,2022,11,2022-11,0.26
CA-2016-152814,OFF-PA-10001970,29.472,3,0.2,9.9468,28-04-2023,02-05-2023,Standard Class,EH-14005,Office Supplies,Paper,Xerox 1881,Erica Hernandez,Home Office,United States,Denver,Colorado,80219,West,2023,4,2023-04,0.3375
CA-2017-106943,OFF-BI-10003669,8.64,2,0.2,3.024,14-11-2024,19-11-2024,Standard Class,FO-14305,Office Supplies,Binders,3M Organizer Strips,Frank Olsen,Consumer,United States,New York City,New York,10035,East,2024,11,2024-11,0.35
CA-2016-134348,OFF-BI-10003727,6.27,5,0.7,-4.598,12-11-2023,19-11-2023,Standard Class,MS-17710,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,2023,11,2023-11,-0.733333333
CA-2016-134348,OFF-BI-10004967,4.368,7,0.7,-3.3488,12-11-2023,19-11-2023,Standard Class,MS-17710,Office Supplies,Binders,Round Ring Binders,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,2023,11,2023-11,-0.766666667
CA-2016-134348,TEC-AC-10003447,31.984,2,0.2,1.999,12-11-2023,19-11-2023,Standard Class,MS-17710,Technology,Accessories,Micropad Numeric Keypads,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,2023,11,2023-11,0.0625
CA-2016-161781,OFF-AR-10000255,40.88,7,0,10.6288,29-09-2023,30-09-2023,First Class,CC-12100,Office Supplies,Art,Newell 328,Chad Cunningham,Home Office,United States,Columbus,Indiana,47201,Central,2023,9,2023-09,0.26
CA-2017-132521,OFF-AP-10002191,119.96,2,0,33.5888,23-09-2024,25-09-2024,Second Class,DW-13540,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,2024,9,2024-09,0.28
CA-2017-132521,OFF-ST-10001325,31.44,3,0,8.4888,23-09-2024,25-09-2024,Second Class,DW-13540,Office Supplies,Storage,Sterilite Officeware Hinged File Box,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,2024,9,2024-09,0.27
CA-2017-132521,OFF-BI-10000404,6.88,1,0.2,2.322,23-09-2024,25-09-2024,Second Class,DW-13540,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,2024,9,2024-09,0.3375
CA-2015-110016,OFF-PA-10000349,19.92,4,0,9.3624,29-11-2022,04-12-2022,Standard Class,BT-11395,Office Supplies,Paper,Easy-staple paper,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,2022,11,2022-11,0.47
CA-2015-110016,FUR-CH-10002880,1106.91,9,0,121.7601,29-11-2022,04-12-2022,Standard Class,BT-11395,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,2022,11,2022-11,0.11
US-2016-143819,FUR-TA-10001095,836.592,8,0.4,-264.9208,01-03-2023,05-03-2023,Standard Class,KD-16270,Furniture,Tables,Chromcraft Round Conference Tables,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,2023,3,2023-03,-0.316666667
US-2016-143819,OFF-PA-10003127,26.38,1,0,12.1348,01-03-2023,05-03-2023,Standard Class,KD-16270,Office Supplies,Paper,Easy-staple paper,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,2023,3,2023-03,0.46
US-2016-143819,OFF-ST-10003208,362.92,2,0,105.2468,01-03-2023,05-03-2023,Standard Class,KD-16270,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,2023,3,2023-03,0.29
US-2016-143819,TEC-MA-10003979,4899.93,7,0,2400.9657,01-03-2023,05-03-2023,Standard Class,KD-16270,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,2023,3,2023-03,0.49
CA-2016-167584,OFF-PA-10000029,6.48,1,0,3.1104,12-08-2023,12-08-2023,Same Day,LC-16870,Office Supplies,Paper,Xerox 224,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,2023,8,2023-08,0.48
CA-2016-166163,TEC-PH-10004896,71.976,3,0.2,7.1976,15-08-2023,20-08-2023,Second Class,CY-12745,Technology,Phones,Nokia Lumia 521 (T-Mobile),Craig Yedwab,Corporate,United States,Oakland,California,94601,West,2023,8,2023-08,0.1
CA-2016-166163,OFF-LA-10000452,3.15,1,0,1.512,15-08-2023,20-08-2023,Second Class,CY-12745,Office Supplies,Labels,Avery 488,Craig Yedwab,Corporate,United States,Oakland,California,94601,West,2023,8,2023-08,0.48
CA-2017-158407,FUR-FU-10001967,31.984,2,0.2,1.999,04-06-2024,10-06-2024,Standard Class,LW-16990,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,2024,6,2024-06,0.0625
CA-2017-158407,TEC-PH-10001819,71.984,2,0.2,25.1944,04-06-2024,10-06-2024,Standard Class,LW-16990,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,2024,6,2024-06,0.35
CA-2015-143490,OFF-AR-10002952,120.15,9,0,33.642,06-12-2022,13-12-2022,Standard Class,NP-18325,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,2022,12,2022-12,0.28
CA-2015-143490,TEC-PH-10000576,219.184,2,0.2,19.1786,06-12-2022,13-12-2022,Standard Class,NP-18325,Technology,Phones,AT&T 1080 Corded phone,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,2022,12,2022-12,0.0875
CA-2015-165085,OFF-PA-10000605,28.9,5,0,14.161,27-12-2022,31-12-2022,Standard Class,BT-11485,Office Supplies,Paper,Xerox 1950,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East,2022,12,2022-12,0.49
CA-2015-165085,OFF-AP-10002518,355.96,2,0,103.2284,27-12-2022,31-12-2022,Standard Class,BT-11485,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East,2022,12,2022-12,0.29
CA-2017-160423,OFF-ST-10004340,348.208,7,0.2,30.4682,21-01-2024,26-01-2024,Standard Class,PS-19045,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",Penelope Sewall,Home Office,United States,Charlotte,North Carolina,28205,South,2024,1,2024-01,0.0875
CA-2017-160423,OFF-BI-10004001,35.784,7,0.7,-28.6272,21-01-2024,26-01-2024,Standard Class,PS-19045,Office Supplies,Binders,GBC Recycled VeloBinder Covers,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,28205,South,2024,1,2024-01,-0.8
CA-2014-159338,FUR-TA-10004147,447.84,5,0.2,11.196,25-06-2021,28-06-2021,First Class,NS-18640,Furniture,Tables,Hon 4060 Series Tables,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,2021,6,2021-06,0.025
CA-2016-107216,OFF-AR-10001545,7.04,4,0,2.0416,14-06-2023,17-06-2023,First Class,PV-18985,Office Supplies,Art,Newell 326,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,2023,6,2023-06,0.29
CA-2016-107216,FUR-FU-10000206,8.73,3,0,4.1031,14-06-2023,17-06-2023,First Class,PV-18985,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,2023,6,2023-06,0.47
CA-2016-107216,TEC-AC-10001013,29.29,1,0,9.6657,14-06-2023,17-06-2023,First Class,PV-18985,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,2023,6,2023-06,0.33
CA-2016-107216,OFF-AR-10002255,8.64,3,0,2.5056,14-06-2023,17-06-2023,First Class,PV-18985,Office Supplies,Art,Newell 346,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,2023,6,2023-06,0.29
US-2017-145863,OFF-BI-10004140,2.694,3,0.8,-4.7145,21-04-2024,27-04-2024,Standard Class,RP-19390,Office Supplies,Binders,Avery Non-Stick Binders,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,2024,4,2024-04,-1.75
US-2017-145863,OFF-BI-10002049,2.934,3,0.8,-4.9878,21-04-2024,27-04-2024,Standard Class,RP-19390,Office Supplies,Binders,UniKeep View Case Binders,Resi Pölking,Consumer,United States,Cleveland,Ohio,44105,East,2024,4,2024-04,-1.7
